Link Tracking -URL Clicked,Sessions,Clicks,Package_Id,Package_Name
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4b5c7a84-dea1-4137-875d-71d7f662c83f/resource/ea8eaf04-01c4-4254-a9fa-d54de8c23d15/download/pedestrian network 2019 - wgs84.zip,12,13,4b5c7a84-dea1-4137-875d-71d7f662c83f,pedestrian-network
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8217e43a-bba2-4e6c-82f5-bf6d1a52545d/resource/84572a3e-8537-4793-8a92-61107bab85f4/download/xml-feed-documentation.pdf,12,13,8217e43a-bba2-4e6c-82f5-bf6d1a52545d,ttc-real-time-next-vehicle-arrival-nvas
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e038ff9-b616-4070-9753-6f493b2cdbb0/resource/448f9470-e1e3-4eeb-b88c-6106e6d426da/download/wellbeing-toronto-safety.xlsx,11,12,7e038ff9-b616-4070-9753-6f493b2cdbb0,wellbeing-toronto-safety
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e19a90f-971c-46b3-852c-0c48c436d1fc/resource/dece8848-9529-4c36-8344-2d47fa152e79/download/neighbourhood-profiles-2006-140-model.csv,11,11,6e19a90f-971c-46b3-852c-0c48c436d1fc,neighbourhood-profiles
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6a62d263-632e-489b-bd3d-2adc5056beca/resource/089daef7-b737-4e9f-a8db-2c0b35ddc232/download/wellbeing-toronto-economics.xlsx,11,15,6a62d263-632e-489b-bd3d-2adc5056beca,wellbeing-toronto-economics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8a6eceb2-821b-4961-a29d-758f3087732d/resource/9e076fe4-2f86-48d7-a6e4-93710ca715ae/download/daily shelter occupancy 2020.csv,11,13,8a6eceb2-821b-4961-a29d-758f3087732d,daily-shelter-occupancy
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e7fceb8-3049-43bf-a4ed-0c8bacccc41f/resource/84194ee5-d18f-49e9-bf30-94a4ad35fe41/download/cleared permits (2018 csv zip).zip,11,11,6e7fceb8-3049-43bf-a4ed-0c8bacccc41f,building-permits-cleared-permits-prior-years
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/police-race-and-identity-based-data-use-of-force/resource/e84fc183-6023-4d38-a441-62875a39d235/download/call for service types.json,11,20,police-race-and-identity-based-data-use-of-force,police-race-and-identity-based-data-use-of-force
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/5d58e89e-ae55-4188-9d28-5c8a815f84df/resource/9dc13a7e-ddb9-405c-8506-555bbfd94d59/download/wellbeing-toronto-health.xlsx,11,11,5d58e89e-ae55-4188-9d28-5c8a815f84df,wellbeing-toronto-health
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/4042b925-4797-48c1-b417-475b2c0ea796/download/parking-tickets-2008.zip,11,15,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ac87ebfc-d67a-4a63-9528-5474ff33cb68/resource/118add1d-33f4-4883-b709-5b6f77d774d2/download/bike network data - 4326.csv,11,11,ac87ebfc-d67a-4a63-9528-5474ff33cb68,bikeways
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/108c2bd1-6945-46f6-af92-02f5658ee7f7/resource/1721a060-7bef-403e-9997-4b0e72b5a0c6/download/active permits (xml).zip,11,12,108c2bd1-6945-46f6-af92-02f5658ee7f7,building-permits-active-permits
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/97c25f5b-7542-40d4-b7fa-ef46e9442016/resource/18b1ffb5-de7e-494d-87c4-73d327add430/download/monthly labour force survey database(ivt).zip,11,11,97c25f5b-7542-40d4-b7fa-ef46e9442016,labour-force-survey
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb/resource/9ec6c37a-a388-4e45-9e6f-da6284952069/download/2018-ward-profiles-2011-2016-census-25-ward-model-data.xlsx,10,10,6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb,ward-profiles-2018-25-ward-model
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a3309088-5fd4-4d34-8297-77c8301840ac/resource/043b9628-dd82-4474-b676-2cb0eb68d4d3/download/traffic camera list.csv,10,11,a3309088-5fd4-4d34-8297-77c8301840ac,traffic-cameras
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/11b6b9d6-09a7-43d1-8f8a-267c83991d1b/resource/a84628ca-d0a8-4a1c-bb9e-adf9aca68a27/download/sidewalk-inventory-wgs84.zip,10,11,11b6b9d6-09a7-43d1-8f8a-267c83991d1b,sidewalk-inventory
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/88a5eab7-766d-4558-826e-b0e6c4ed5507/resource/99137405-7e7b-4078-9106-e7c3df1d9fde/download/heat-alert-data-xml.xml,10,19,88a5eab7-766d-4558-826e-b0e6c4ed5507,heat-alerts-and-extreme-heat-alerts
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/80ce0bd7-adb2-4568-b9d7-712f6ba38e4e/resource/2218ddf0-63cd-423d-bc09-c570ac2d414b/download/outbreaks in toronto healthcare institutions-2021.xls,10,10,80ce0bd7-adb2-4568-b9d7-712f6ba38e4e,outbreaks-in-toronto-healthcare-institutions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7d62885b-c5fa-475b-a7ac-fb3b0a83b9dc/resource/da5bcfd6-327a-4bb5-a8e7-336f99e31a86/download/wellbeing-toronto-transportation.xlsx,10,11,7d62885b-c5fa-475b-a7ac-fb3b0a83b9dc,wellbeing-toronto-transportation
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/bb408f36-6824-4158-8a12-d4efe6465959/resource/d41f54fe-7172-4f6e-ad91-3aecb0777085/download/parking lot wgs84.zip,10,11,bb408f36-6824-4158-8a12-d4efe6465959,topographic-mapping-physical-area-of-parking-lots
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/f1e9e1a3-cc95-4ce4-9dbe-081d9e6edc4a/download/parking-tickets-2017.zip,10,10,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/5da2e2e8-659e-4850-ae43-47b7f7ad6b62/resource/5633cb87-19fc-4735-82af-80ad8b48657e/download/investigation activities (csv zip).zip,10,11,5da2e2e8-659e-4850-ae43-47b7f7ad6b62,municipal-licensing-and-standards-investigation-activity
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/de0bd325-626d-4808-aecf-69e1cdd169fc/resource/7f9cbc38-5b59-4f43-bcbd-93ec80e91f70/download/report request log.xls,10,13,de0bd325-626d-4808-aecf-69e1cdd169fc,report-request-log-city-council-and-its-committees
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2241becb-39a5-48fb-9d7a-b65b7a557dce/resource/442a356c-5c88-4127-a4bb-3d6b4aab490c/download/basement-flooding-by-ward.xlsx,10,12,2241becb-39a5-48fb-9d7a-b65b7a557dce,basement-flooding-by-ward
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ae8eebf8-42fe-426f-b5f8-5baa8ff0bfb8/resource/2743b9eb-efcd-4d9f-bca6-0413927488d3/download/chemical tracking data.csv,10,12,ae8eebf8-42fe-426f-b5f8-5baa8ff0bfb8,chemical-tracking-chemtrac
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c21f3bd1-e016-4469-abf5-c58bb8e8b5ce/resource/66e1dfef-3e8a-4918-85df-5eb408549694/download/paramedic-services-incident-data-readme.xlsx,10,10,c21f3bd1-e016-4469-abf5-c58bb8e8b5ce,paramedic-services-incident-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ec1f8fbb-0296-4eaf-a10d-c58adc0d4245/resource/63b62ca8-54de-4acb-8417-9cdf4e795424/download/communicable disease surveillance data 2022.xlsx,10,10,ec1f8fbb-0296-4eaf-a10d-c58adc0d4245,monthly-communicable-disease-surveillance-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/578ae988-04a7-4583-a1db-4a5bcac4128f/resource/31c30640-4a69-477a-926c-4586213c7f3c/download/tcdsb - schools - 4326.zip,10,10,578ae988-04a7-4583-a1db-4a5bcac4128f,tcdsb-schools
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/2fbcff61-4c3b-42a7-bdc5-02fb07e728aa/download/parking-tickets-2016.zip,10,11,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a3309088-5fd4-4d34-8297-77c8301840ac/resource/bd333a1d-d765-47b1-8c77-7166ba379ac1/download/traffic camera list - 4326.csv,10,11,a3309088-5fd4-4d34-8297-77c8301840ac,traffic-cameras
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/b68cb71b-44a7-4394-97e2-5d2f41462a5d/resource/28547222-35fe-48b6-ac4b-ccc67d286393/download/ttc-streetcar-delay-data-2022.xlsx,9,9,b68cb71b-44a7-4394-97e2-5d2f41462a5d,ttc-streetcar-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/387b2e3b-2a76-4199-8b3b-0b7d22e2ec10/resource/74c5826a-690e-4c8f-83d2-ff1fc2fc72db/download/3d massing multipatch (wgs84).zip,9,10,387b2e3b-2a76-4199-8b3b-0b7d22e2ec10,3d-massing
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/61642048-56bb-4050-b7c3-f569fcf94527/resource/0b1a8fa1-3a3a-4dd2-a10c-2a1022207de2/download/2018 land cover documentation.doc,9,10,61642048-56bb-4050-b7c3-f569fcf94527,forest-and-land-cover
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2e54bc0e-4399-4076-b717-351df5918ae7/resource/95145825-04b4-40d8-b883-9d114b5853c4/download/311 service requests 2021.zip,9,10,2e54bc0e-4399-4076-b717-351df5918ae7,311-service-requests-customer-initiated
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e7fceb8-3049-43bf-a4ed-0c8bacccc41f/resource/a04c4aaa-214d-47ef-8d61-aed3dd0b02ff/download/cleared permits (2017 csv zip).zip,9,9,6e7fceb8-3049-43bf-a4ed-0c8bacccc41f,building-permits-cleared-permits-prior-years
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/996cfe8d-fb35-40ce-b569-698d51fc683b/resource/ca43ac3d-3940-4315-889b-a9375e7b8aa4/download/ttc-subway-delay-data-readme.xlsx,9,9,996cfe8d-fb35-40ce-b569-698d51fc683b,ttc-subway-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ebe78837-cdbc-48d8-b061-3ce3ff7a67ef/resource/7cb29c8e-1407-4919-926d-31a80fb0526c/download/toronto district school board locations - 4326.zip,9,11,ebe78837-cdbc-48d8-b061-3ce3ff7a67ef,toronto-district-school-board-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e876c24-177c-4605-9cef-e50dd74c617f/resource/ddc039f6-07fa-47a3-a707-0121ade3b307/download/bikeshare-ridership-2021.zip,9,9,7e876c24-177c-4605-9cef-e50dd74c617f,bike-share-toronto-ridership-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2b44db0d-eea9-442d-b038-79335368ad5a/resource/b69873a1-c180-4ccd-a970-514e434b4971/download/bike-share-gbfs-general-bikeshare-feed-specification.json,9,9,2b44db0d-eea9-442d-b038-79335368ad5a,bike-share-toronto
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9ef4b82b-bd63-4c6b-b87b-7bd04f2a2fd3/resource/af7af623-883f-418a-8d23-881ff9b32f94/download/demographics-nhs-indicators-2011.xlsx,9,10,9ef4b82b-bd63-4c6b-b87b-7bd04f2a2fd3,wellbeing-toronto-demographics-nhs-indicators
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/996cfe8d-fb35-40ce-b569-698d51fc683b/resource/c6e4f5eb-6ed7-4db1-944f-87406faa5a09/download/ttc-subway-delay-data-2021.xlsx,9,9,996cfe8d-fb35-40ce-b569-698d51fc683b,ttc-subway-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/fa6ac066-adab-4ce4-a16c-0b88ef4ce2b8/resource/d294f885-e3a6-4b66-ba9c-d38e7ac29cae/download/cycling-network-plan-on-street-wgs84.zip,9,10,fa6ac066-adab-4ce4-a16c-0b88ef4ce2b8,10-year-cycling-network-plan-on-street-2016
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/3fcbeed4-faff-4d19-a4b7-1bc1a16d3774/resource/6344050d-adb1-4706-a220-a4d934c1a206/download/treed area wgs84.zip,9,10,3fcbeed4-faff-4d19-a4b7-1bc1a16d3774,topographic-mapping-treed-area
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/80ce0bd7-adb2-4568-b9d7-712f6ba38e4e/resource/5a0cc247-74d2-487c-8780-03af27fff2de/download/outbreaks in toronto healthcare institutions 2018.xls,9,9,80ce0bd7-adb2-4568-b9d7-712f6ba38e4e,outbreaks-in-toronto-healthcare-institutions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6ac4569e-fd37-4cbc-ac63-db3624c5f6a2/resource/5930412c-408e-4ee3-b473-56a790c9dfb7/download/alternate file_street tree data_wgs84.csv.csv,9,9,6ac4569e-fd37-4cbc-ac63-db3624c5f6a2,street-tree-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e19a90f-971c-46b3-852c-0c48c436d1fc/resource/fe8f49c5-b629-49b9-9453-7f41f0f3fdea/download/neighbourhood-profiles-2016-140-model.json,9,11,6e19a90f-971c-46b3-852c-0c48c436d1fc,neighbourhood-profiles
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/police-race-and-identity-based-data-use-of-force/resource/d6dc1462-82bd-4e8d-ae22-9337b51b9ee0/download/location of occurrences.json,9,15,police-race-and-identity-based-data-use-of-force,police-race-and-identity-based-data-use-of-force
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/neighbourhood-crime-rates/resource/c6606c1a-b7bd-4ce1-ac88-bf5f0b2fb98b/download/neighbourhood-crime-rates - 4326.zip,8,8,neighbourhood-crime-rates,neighbourhood-crime-rates
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6c5c9512-d923-4921-b402-b6dae827f1cc/resource/0f390075-cab6-4696-8b60-4f74383a6df5/download/ward-profiles-2016-census-data.xlsx,8,8,6c5c9512-d923-4921-b402-b6dae827f1cc,ward-profiles-2014-2018-wards
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a962dfa3-8c87-4a4e-a408-82cf1ebc50bd/resource/dbc64cce-e159-482d-88d2-1987bb11646c/download/natural-heritage-area-wgs84.zip,8,8,a962dfa3-8c87-4a4e-a408-82cf1ebc50bd,natural-heritage-system
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4a651caf-e139-41bb-b8cc-8f5e304ef3cf/resource/0687e391-9a10-4e5b-9441-88741522d7a8/download/residential front yard parking data.csv,8,8,4a651caf-e139-41bb-b8cc-8f5e304ef3cf,residential-front-yard-parking
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/d3f21fec-a80d-4f29-b298-1d0660a0e55d/resource/1007f55b-448e-4a51-b461-6a41227b915f/download/covid-19-immunization-clinics - 4326.zip,8,8,d3f21fec-a80d-4f29-b298-1d0660a0e55d,covid-19-immunization-clinics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/80ce0bd7-adb2-4568-b9d7-712f6ba38e4e/resource/b3aee991-c787-4faa-bb1d-58df0795e1c4/download/outbreaks in toronto healthcare institutions 2017.xls,8,8,80ce0bd7-adb2-4568-b9d7-712f6ba38e4e,outbreaks-in-toronto-healthcare-institutions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a3309088-5fd4-4d34-8297-77c8301840ac/resource/cf718f87-6776-4b58-bb12-15f3df913c53/download/traffic camera list - 4326.zip,8,9,a3309088-5fd4-4d34-8297-77c8301840ac,traffic-cameras
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/cdf46145-7a91-4f1c-9dd1-91cd58338238/resource/1d98a2b7-8362-4fbb-bfa0-df585ad024e3/download/topgraphic-mapping-poles-wgs84.zip,8,8,cdf46145-7a91-4f1c-9dd1-91cd58338238,topographic-mapping-poles
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/0f94f0a8-385d-41b9-a6a2-b4caf1a6c17e/resource/8e538d49-aef4-4fb2-9a06-bb715eafcf76/download/parking-ticket-trial-data.zip,8,12,0f94f0a8-385d-41b9-a6a2-b4caf1a6c17e,parking-ticket-trials
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e19a90f-971c-46b3-852c-0c48c436d1fc/resource/3e7072b4-76f4-4ac6-92d4-0e58b1560986/download/neighbourhood-profiles-2001-140-model.csv,8,9,6e19a90f-971c-46b3-852c-0c48c436d1fc,neighbourhood-profiles
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e7fceb8-3049-43bf-a4ed-0c8bacccc41f/resource/94e7009b-39c6-4831-816f-d38cee99e87b/download/cleared permits (2001-2014 csv zip).zip,8,9,6e7fceb8-3049-43bf-a4ed-0c8bacccc41f,building-permits-cleared-permits-prior-years
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/84f16008-8040-40ba-844d-c1d3863b80f6/resource/c92d5bd0-089c-415b-99ec-6a5157343745/download/physical area of trees readme.xls,8,8,84f16008-8040-40ba-844d-c1d3863b80f6,topographic-mapping-physical-location-of-trees
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/02e9d0b9-a7c8-45e6-9200-ba17decf65c6/resource/2641730c-d12a-425a-b922-a812bfb9edce/download/topo_sidewalk_wgs84.zip.zip,8,9,02e9d0b9-a7c8-45e6-9200-ba17decf65c6,topographic-mapping-physical-area-of-sidewalks
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/earlyon-child-and-family-centres/resource/442e791c-8b95-449d-903b-38c827abd09b/download/earlyon child and family centres locations - geometry - 4326.csv,8,12,earlyon-child-and-family-centres,earlyon-child-and-family-centres
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/26cbd79d-e548-4280-bc2c-a923bdfcadad/resource/1de072bf-f9ba-4369-b753-4ec9e94f6876/download/tenant-notification-for-rent-reduction-readme-file.xlsx,8,11,26cbd79d-e548-4280-bc2c-a923bdfcadad,tenant-notification-for-rent-reduction
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/e271cdae-8788-4980-96ce-6a5c95bc6618/resource/94c11eb2-1465-47a2-b321-61f1e258f5a3/download/ttc-bus-delay-data-2021.xlsx,8,8,e271cdae-8788-4980-96ce-6a5c95bc6618,ttc-bus-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/f8f7039f-9548-4d9c-a9fe-4d2e91015ea8/download/parking-tickets-2013.zip,8,8,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/312bc336-1d52-445d-98a4-ea385fd89d11/download/parking-tickets-2011.zip,8,9,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/5e7a8234-f805-43ac-820f-03d7c360b588/resource/12a877e3-82ce-4334-ae1d-1c1f0ea3823f/download/city wards data - 4326.csv,8,9,5e7a8234-f805-43ac-820f-03d7c360b588,city-wards
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/0600cad8-d024-483b-a9a8-ecfc3e32e375/resource/6184ec16-0a74-451f-9170-817141d52cf5/download/annual-energy-consumption-data-2020.xlsx,8,8,0600cad8-d024-483b-a9a8-ecfc3e32e375,annual-energy-consumption
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c6d64e9b-f85a-4084-be14-60cf18509203/resource/44a83fd9-1ecc-4853-95c3-174f765e903e/download/toronto progress portal - key metrics.csv,7,7,c6d64e9b-f85a-4084-be14-60cf18509203,toronto-s-dashboard-key-indicators
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96e9989d-eca5-4e0b-824b-9789a39aea58/resource/72906d18-e4cc-4b3f-bb1d-b26a8de11d06/download/indoor-ice-rinks-data - 4326.zip,7,7,96e9989d-eca5-4e0b-824b-9789a39aea58,indoor-ice-rinks
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/81c8d080-864f-4dd7-aa92-325259eb00e0/download/parking-tickets-2015.zip,7,7,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/central-intake-calls/resource/77d6e185-90b2-48d0-94c5-e5cf68265c92/download/central intake service queue data.csv,7,7,central-intake-calls,central-intake-calls
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/de0bd325-626d-4808-aecf-69e1cdd169fc/resource/29b99916-2a54-4222-b703-42c7e515dfbe/download/report request log pdf.pdf,7,7,de0bd325-626d-4808-aecf-69e1cdd169fc,report-request-log-city-council-and-its-committees
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/neighbourhoods/resource/2ab99ca3-287d-4974-8701-54a361dd9b20/download/neighbourhoods - historical 140 - 4326.csv,7,7,neighbourhoods,neighbourhoods
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/27059645-a22f-445d-81a9-6f4f11ac403e/download/parking-tickets-2012.zip,7,7,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/59de0a7d-86d0-40a3-80b8-75d213e902ab/resource/50cb5f71-2ef6-424c-831f-d09812b1800e/download/toronto economic bulletin data.xlsx,7,8,59de0a7d-86d0-40a3-80b8-75d213e902ab,toronto-economic-bulletin
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2265bfca-e845-4613-b341-70ee2ac73fbe/resource/421c8a17-4ecf-4cae-b084-ccb005ea6cc3/download/road restrictions (version 3) - json.json,7,13,2265bfca-e845-4613-b341-70ee2ac73fbe,road-restrictions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2b44db0d-eea9-442d-b038-79335368ad5a/resource/5ee32dcb-3f4d-4dfe-a3ad-e27f2c13b5a3/download/bike-share-stations-readme.txt,7,9,2b44db0d-eea9-442d-b038-79335368ad5a,bike-share-toronto
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a6ce5495-8e2b-421a-ab11-964569416f31/resource/691ae173-22b3-44c6-b1a6-6c8de10430ad/download/fire-station-locations - 4326.zip,7,7,a6ce5495-8e2b-421a-ab11-964569416f31,fire-station-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/97c25f5b-7542-40d4-b7fa-ef46e9442016/resource/cdccdd49-0f9a-4033-89c7-818fa687a6d8/download/annual labour force survey database(ivt).zip,7,7,97c25f5b-7542-40d4-b7fa-ef46e9442016,labour-force-survey
"ckan0.cf.opendata.inter.prod-toronto.ca/dataset/52182614-1f0b-42be-aca4-3f86dc8e004c/resource/5cf04d72-dd7b-499c-a28a-e8aceb44f249/download/2022 income scenario - without subsidies, market rent.csv",7,10,52182614-1f0b-42be-aca4-3f86dc8e004c,cost-of-living-in-toronto-for-low-income-households
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/1a106e88-f734-4179-b3fe-d690a6187a71/resource/aeda8fd7-e1d6-4d34-b62a-a7d6be10cc96/download/traffic signal - 4326.csv,7,8,1a106e88-f734-4179-b3fe-d690a6187a71,traffic-signals-tabular
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4b5c7a84-dea1-4137-875d-71d7f662c83f/resource/d546f5d1-ecc2-4237-bcc9-84000715b60a/download/toronto walkability analysis.pdf,7,7,4b5c7a84-dea1-4137-875d-71d7f662c83f,pedestrian-network
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/police-race-and-identity-based-data-collection-arrests-strip-searches/resource/78ef6b68-7a88-47f9-9dab-a0f00f5d8b0d/download/arrests and strip searches.csv,7,10,police-race-and-identity-based-data-collection-arrests-strip-searches,police-race-and-identity-based-data-collection-arrests-strip-searches
