Link Tracking -URL Clicked,Sessions,Clicks,Package_Id,Package_Name
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/major-crime-indicators/resource/863bbdfb-a932-48b7-8a59-bf6585ef0563/download/major-crime-indicators.csv,7,7,major-crime-indicators,major-crime-indicators
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9201059e-43ed-4369-885e-0b867652feac/resource/8900fdb2-7f6c-4f50-8581-b463311ff05d/download/festivals and events json feed.json,7,13,9201059e-43ed-4369-885e-0b867652feac,festivals-events
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/earlyon-child-and-family-centres/resource/f42b899b-338a-402b-a1e8-b8bb287efb83/download/earlyon child and family centres locations - geometry - 4326.zip,7,7,earlyon-child-and-family-centres,earlyon-child-and-family-centres
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/f3d68e36-73d2-43af-a92d-55d843e55950/resource/1a907476-53a2-40b2-abbb-a3a32b44e33a/download/heritage-shoreline-evolution-wgs84.zip,7,10,f3d68e36-73d2-43af-a92d-55d843e55950,heritage-shoreline-evolution
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9201059e-43ed-4369-885e-0b867652feac/resource/92a0f2ad-b828-4e20-abf2-2f83027ee0f5/download/festivals-and-events-readme.xls,7,8,9201059e-43ed-4369-885e-0b867652feac,festivals-events
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/3925c78a-da9e-49f2-bf08-3c5b25bad070/resource/ddd7ea40-0268-4db1-a421-6484494f8910/download/2018-ward-profiles-2011-2016-census-data.xlsx,7,7,3925c78a-da9e-49f2-bf08-3c5b25bad070,ward-profiles-2018-47-ward-model
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb/resource/175eb6e6-06b6-4362-b150-f0c5ca62a10c/download/2018-ward-profiles-25-ward-model-geographic-areas.xlsx,7,7,6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb,ward-profiles-2018-25-ward-model
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/1db34737-ffad-489d-a590-9171d500d453/resource/2d0b0f40-b86a-42b2-b152-7aef966645bd/download/transit shelter data - 4326.zip,7,7,1db34737-ffad-489d-a590-9171d500d453,street-furniture-transit-shelter
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2c32f356-e0ff-4245-84ba-cc3dd71a5694/resource/eb87b012-37d5-4231-b505-0494c90f2673/download/bicycle parking map data - 4326.zip,7,8,2c32f356-e0ff-4245-84ba-cc3dd71a5694,bicycle-parking-high-capacity-outdoor
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9ef4b82b-bd63-4c6b-b87b-7bd04f2a2fd3/resource/82b7a237-e96e-4983-8be9-66ca62ea6fad/download/education-nhs-indicators-2011.xlsx,7,12,9ef4b82b-bd63-4c6b-b87b-7bd04f2a2fd3,wellbeing-toronto-demographics-nhs-indicators
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/park-and-recreation-facility-projects/resource/f16dbf16-880b-43fd-8d2d-4bc7516c57c7/download/park and recreation facility projects - 4326.csv,7,7,park-and-recreation-facility-projects,park-and-recreation-facility-projects
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/55076653-defc-44c8-8384-9db130337438/resource/56b89b01-e48e-4762-8eca-6d462eb9896b/download/community housing wgs84 2013.zip,7,8,55076653-defc-44c8-8384-9db130337438,toronto-community-housing-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/651f97ec-af99-4e24-94ac-0f00093aff99/download/parking-tickets-2009.zip,6,6,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/cc0366ae-b1ff-49b9-a79d-eb8754ef641f/resource/27ea9544-eda2-48d0-b503-2bdd4bb563cd/download/competitive call awards.xml,6,16,cc0366ae-b1ff-49b9-a79d-eb8754ef641f,competitive-call-award-results
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7dc606ab-f042-4d90-99e2-9247cb5953d2/resource/cb352fd3-7228-48f3-bac3-00c6f7c5dfa6/download/2018-voter-statistics.zip,6,7,7dc606ab-f042-4d90-99e2-9247cb5953d2,elections-voter-statistics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/91cf5765-3d3f-4d55-9eea-acb1d4222928/resource/8e5bde15-436d-45d7-b9a9-ad28992b12f2/download/2017-2021-consulting-database-xlsx.xlsx,6,6,91cf5765-3d3f-4d55-9eea-acb1d4222928,consulting-services-expenditures
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8219e9e6-c7ad-4a36-a9d5-ddf2d86da3ae/resource/385afdc7-afe7-47f4-98b2-72cb094e9686/download/cleared permits current year (xml).zip,6,8,8219e9e6-c7ad-4a36-a9d5-ddf2d86da3ae,building-permits-cleared-permits-current-year
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/1cef1a34-40c0-4d9a-94a3-5106512262a8/resource/e3c1f361-1526-4986-9da5-5024522b3541/download/bicycle-trail-entrance-wgs84.zip,6,7,1cef1a34-40c0-4d9a-94a3-5106512262a8,multi-use-trail-entrances
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb/resource/a43ec4d4-6182-42b4-b81f-6887b055307f/download/25 ward names and numbers.csv,6,6,6678e1a6-d25f-4dff-b2b7-aa8f042bc2eb,ward-profiles-2018-25-ward-model
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/police-race-and-identity-based-data-use-of-force/resource/327acb91-4312-49d2-ae3d-1d5c7df05949/download/location of occurrences.csv,6,8,police-race-and-identity-based-data-use-of-force,police-race-and-identity-based-data-use-of-force
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8219e9e6-c7ad-4a36-a9d5-ddf2d86da3ae/resource/1d31c270-7b16-46ec-bdfb-0afc47880ea7/download/toronto building cleared permits readme.xls,6,6,8219e9e6-c7ad-4a36-a9d5-ddf2d86da3ae,building-permits-cleared-permits-current-year
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/833937f6-e190-49a2-9835-80137cf88c41/resource/a006fda5-9d10-448c-9714-9ce3bfd9f706/download/former municipality boundaries data - 4326.zip,6,6,833937f6-e190-49a2-9835-80137cf88c41,former-municipality-boundaries
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/cba07a90-984b-42d2-9131-701c8c2a9788/resource/cc418325-b3d0-4afd-ae64-ccb9b71c549c/download/death registry statistics data.csv,6,6,cba07a90-984b-42d2-9131-701c8c2a9788,death-registry-statistics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c7be2ee7-d317-4a28-8cbe-bff1ce116b46/resource/59bbb6cc-5a27-494d-8078-f2781b22ff52/download/cultural-hotspot-points-of-interest-wgs84.zip,6,6,c7be2ee7-d317-4a28-8cbe-bff1ce116b46,cultural-hotspot-points-of-interest
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/e271cdae-8788-4980-96ce-6a5c95bc6618/resource/71bb1283-7388-4d23-aa4e-0f393a80abce/download/ttc-bus-delay-data-readme.xlsx,6,6,e271cdae-8788-4980-96ce-6a5c95bc6618,ttc-bus-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/97c25f5b-7542-40d4-b7fa-ef46e9442016/resource/8326b745-59e9-4ea0-b682-bd8e694b5005/download/table of contents.xlsx,6,6,97c25f5b-7542-40d4-b7fa-ef46e9442016,labour-force-survey
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e7fceb8-3049-43bf-a4ed-0c8bacccc41f/resource/dfe61f15-04a8-481e-a201-46c28013a514/download/cleared permits (2016 csv zip).zip,6,6,6e7fceb8-3049-43bf-a4ed-0c8bacccc41f,building-permits-cleared-permits-prior-years
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7bce9bf4-be5c-4261-af01-abfbc3510309/resource/13c405e8-f884-4950-baf8-07e0f7b0e299/download/polls data.csv,6,8,7bce9bf4-be5c-4261-af01-abfbc3510309,polls-conducted-by-the-city
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6a87b8bf-f4df-4762-b5dc-bf393336687b/resource/94c1fe59-7247-4b92-b213-950f71e04aff/download/lobbyist registry activity.zip,6,7,6a87b8bf-f4df-4762-b5dc-bf393336687b,lobbyist-registry
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ec914e83-3382-4773-bbb5-634329ac3cac/resource/68346923-a007-4a3d-be3c-600118c6f39b/download/ambulance-station-locations - 4326.zip,6,7,ec914e83-3382-4773-bbb5-634329ac3cac,ambulance-station-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/f2933501-0373-4734-b50c-4e4f39646180/resource/2094685c-9ed4-4970-8b52-b640048d0dc0/download/precipitation-data-2022.csv,6,6,f2933501-0373-4734-b50c-4e4f39646180,rain-gauge-locations-and-precipitation
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/3a4673ed-9caa-4e06-8746-a8ac36de7ed2/download/parking-tickets-2014.zip,6,6,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9aeefa17-27e8-4dd9-b74d-80f7f9eb85ac/resource/a7b657eb-250a-476c-8fb9-669f8b89a34c/download/police facility locations - 4326.zip,6,6,9aeefa17-27e8-4dd9-b74d-80f7f9eb85ac,police-facility-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/dd979da0-c712-4aec-aec3-675d80dc7f66/resource/0183f9b8-ea1f-443d-9b0e-fff0aebfbd8a/download/impermeable-surface-wgs84.zip,6,7,dd979da0-c712-4aec-aec3-675d80dc7f66,topographic-mapping-impermeable-surface
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/d9dc437d-9e5f-472f-a44f-f5ffa324c8b8/resource/78dfc088-8e33-418b-9f36-c8b66071b089/download/ranking-surface-routes.xlsx,6,7,d9dc437d-9e5f-472f-a44f-f5ffa324c8b8,ttc-ridership-all-day-weekday-for-surface-routes
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/9a284a84-b9ff-484b-9e30-82f22c1780b9/resource/4467b829-625b-47ab-bcf9-898d726f3703/download/green spaces - 4326.csv,6,6,9a284a84-b9ff-484b-9e30-82f22c1780b9,green-spaces
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e19a90f-971c-46b3-852c-0c48c436d1fc/resource/46bec89b-90bc-4545-b5d9-4e1eb7337d87/download/neighbourhood-profiles-2016-140-model.xml,6,6,6e19a90f-971c-46b3-852c-0c48c436d1fc,neighbourhood-profiles
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/1a106e88-f734-4179-b3fe-d690a6187a71/resource/2305ef1f-ea25-4440-b607-86f3c4a601ec/download/traffic signal - 4326.zip,6,6,1a106e88-f734-4179-b3fe-d690a6187a71,traffic-signals-tabular
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/cbea3a67-9168-4c6d-8186-16ac1a795b5b/resource/180c85e3-3803-4f34-80b2-a7367220e118/download/facilities-data.xml,6,10,cbea3a67-9168-4c6d-8186-16ac1a795b5b,parks-and-recreation-facilities
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/d3f21fec-a80d-4f29-b298-1d0660a0e55d/resource/67e53439-2989-4beb-89f9-3454dc1370cc/download/covid-19-immunization-clinics - 4326.csv,6,7,d3f21fec-a80d-4f29-b298-1d0660a0e55d,covid-19-immunization-clinics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a3309088-5fd4-4d34-8297-77c8301840ac/resource/4bb6a050-a4c7-433e-a310-c8c65899ef1c/download/traffic-cameras-readme.xls,6,6,a3309088-5fd4-4d34-8297-77c8301840ac,traffic-cameras
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/a2985b19-61d0-40be-883a-8f3db3e63a67/resource/240fcaf5-0ec2-4c05-8670-85f60e9b939b/download/toronto employment survey summary tables 2020.zip,6,7,a2985b19-61d0-40be-883a-8f3db3e63a67,toronto-employment-survey-summary-tables
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/88a5eab7-766d-4558-826e-b0e6c4ed5507/resource/4ee50d98-e5a1-43bf-9376-e4746c0b241f/download/heat-alert-data-json.json,6,8,88a5eab7-766d-4558-826e-b0e6c4ed5507,heat-alerts-and-extreme-heat-alerts
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7bce9bf4-be5c-4261-af01-abfbc3510309/resource/c183216d-b756-4cc4-97db-a694bfcadc6b/download/polls-data-readme.xlsx,6,7,7bce9bf4-be5c-4261-af01-abfbc3510309,polls-conducted-by-the-city
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/0b6d3a00-7de1-440b-b47c-7252fd13929f/resource/ecbe6c1f-b797-43e1-b6af-a35e4b6b5ed2/download/motor vehicle collisions with ksi data - 4326.zip,6,6,0b6d3a00-7de1-440b-b47c-7252fd13929f,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/2265bfca-e845-4613-b341-70ee2ac73fbe/resource/3afea38a-baad-4f39-b22f-d608875e1746/download/road restrictions (version 3) - xml.xml,6,6,2265bfca-e845-4613-b341-70ee2ac73fbe,road-restrictions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c01b9ad1-0720-4f4c-ab35-743f55756b85/resource/7140f7d3-a714-4109-912f-59e188001f00/download/adult education upgrading - 4326.csv,6,6,c01b9ad1-0720-4f4c-ab35-743f55756b85,wellbeing-youth-adult-education-upgrading
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/3925c78a-da9e-49f2-bf08-3c5b25bad070/resource/0dc9780f-fa3f-4217-b0f6-7f978bfd3506/download/2018-ward-profiles-geographic-areas.xlsx,6,6,3925c78a-da9e-49f2-bf08-3c5b25bad070,ward-profiles-2018-47-ward-model
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ebe78837-cdbc-48d8-b061-3ce3ff7a67ef/resource/6d1fcabd-a353-44e5-a81a-0640237d1853/download/toronto district school board locations - 4326.csv,6,6,ebe78837-cdbc-48d8-b061-3ce3ff7a67ef,toronto-district-school-board-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6e7fceb8-3049-43bf-a4ed-0c8bacccc41f/resource/2e055c07-6794-4bb6-8f77-8e235ab56ea2/download/cleared permits (2015 csv zip).zip,6,7,6e7fceb8-3049-43bf-a4ed-0c8bacccc41f,building-permits-cleared-permits-prior-years
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ac87ebfc-d67a-4a63-9528-5474ff33cb68/resource/88dc8439-40d6-436c-b584-18447346a9a8/download/historical-bike-trails-wgs84.zip,6,6,ac87ebfc-d67a-4a63-9528-5474ff33cb68,bikeways
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/8c233bc2-1879-44ff-a0e4-9b69a9032c54/resource/6167002f-4a67-47f2-8250-c42fe6bb896d/download/parking-tickets-2010.zip,6,6,8c233bc2-1879-44ff-a0e4-9b69a9032c54,parking-tickets
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/97c25f5b-7542-40d4-b7fa-ef46e9442016/resource/11bbce65-8741-4336-a344-d36dcddf0b50/download/rebased-labour-force-survey-for-city-of-toronto-excel-jan-2018.xlsx,6,6,97c25f5b-7542-40d4-b7fa-ef46e9442016,labour-force-survey
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/ec53f7b2-769b-4914-91fe-a37ee27a90b3/resource/cb890861-ed20-4862-bb75-b1f9ec1e58dd/download/traffic collisions - 4326.csv,6,8,ec53f7b2-769b-4914-91fe-a37ee27a90b3,police-annual-statistical-report-traffic-collisions
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/67d2f134-3030-4be2-9fac-a4e8b83c2750/resource/5f54ab3d-44d7-4e5c-9c74-91e1edecd2a1/download/campaign-contributions-2018-data.zip,6,7,67d2f134-3030-4be2-9fac-a4e8b83c2750,elections-campaign-contributions-2018-to-2021
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c7be2ee7-d317-4a28-8cbe-bff1ce116b46/resource/757d840a-352a-4522-b695-8dfb6f06dc50/download/points-of-interest - 4326.csv,6,6,c7be2ee7-d317-4a28-8cbe-bff1ce116b46,cultural-hotspot-points-of-interest
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4ab91af6-6b08-4318-aee0-87f163891e53/resource/fad575bc-b6fb-4ed9-b875-7d1b5264d6f1/download/triangular-irregular-network.zip,6,6,4ab91af6-6b08-4318-aee0-87f163891e53,triangular-irregular-network-tin
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/d5c9eb90-ccb5-4567-9f5c-32913c1fda7b/resource/def4b480-55da-4e0a-9301-9c52128fe087/download/small business subclass report - 2022.xlsx,5,7,d5c9eb90-ccb5-4567-9f5c-32913c1fda7b,small-business-property-tax-subclass-eligible-properties
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e876c24-177c-4605-9cef-e50dd74c617f/resource/f4e91cc6-b925-46bb-bb89-aab0b618d9c2/download/bikeshare-ridership-2018.zip,5,5,7e876c24-177c-4605-9cef-e50dd74c617f,bike-share-toronto-ridership-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4ddba232-d235-4455-b710-537c89dec7d5/resource/b55990fa-dfc7-4789-b9b9-f473b8efb6ee/download/bicycle-parking-racks-wgs84.zip,5,6,4ddba232-d235-4455-b710-537c89dec7d5,bicycle-parking-racks
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/cedab8dc-334a-41dd-a2c1-713e77d7bceb/resource/9bbc30ed-8908-4515-b83a-5e7b3a85a13e/download/wellbeing-toronto-recreation.xlsx,5,5,cedab8dc-334a-41dd-a2c1-713e77d7bceb,wellbeing-toronto-recreation
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/b66466c3-69c8-4825-9c8b-04b270069193/resource/31abc7f3-0796-42d9-9ed2-22d216ae338b/download/green-p-parking-2015.json,5,6,b66466c3-69c8-4825-9c8b-04b270069193,green-p-parking
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/0d1fb545-d1b2-4e0a-b87f-d8a1835e5d85/resource/5442522b-d158-44ed-921d-132f7c2274fe/download/summary-suspected-opioid-overdoses-in-shelters.csv,5,6,0d1fb545-d1b2-4e0a-b87f-d8a1835e5d85,fatal-and-non-fatal-suspected-opioid-overdoses-in-the-shelter-system
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e876c24-177c-4605-9cef-e50dd74c617f/resource/f725ec3b-4f5c-4013-8a39-a512c44b44ba/download/bikeshare-ridership-2019.zip,5,5,7e876c24-177c-4605-9cef-e50dd74c617f,bike-share-toronto-ridership-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7f5232d6-0d2a-4f95-864a-417cbf341cc4/resource/373390e9-af88-4b58-a6a4-6863e3606a4b/download/member-voting-record-2018-2022.csv,5,6,7f5232d6-0d2a-4f95-864a-417cbf341cc4,members-of-toronto-city-council-voting-record
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/1d079757-377b-4564-82df-eb5638583bfb/resource/4dec5884-a5cf-49e7-b562-f835150dc0b1/download/centreline - version 2 - 4326.csv,5,6,1d079757-377b-4564-82df-eb5638583bfb,toronto-centreline-tcl
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c7be2ee7-d317-4a28-8cbe-bff1ce116b46/resource/1ba704d4-6d22-498c-8d08-a9cb0cc20687/download/points-of-interest - 4326.zip,5,5,c7be2ee7-d317-4a28-8cbe-bff1ce116b46,cultural-hotspot-points-of-interest
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/17bf9ed3-aa5f-4932-9335-a560db0fea93/resource/e0d56047-8d92-42f9-93d9-2daca33384d0/download/swms-curbside-collection-daytime-readme.xls,5,5,17bf9ed3-aa5f-4932-9335-a560db0fea93,solid-waste-daytime-curbside-collection-areas
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/71e6c206-96e1-48f1-8f6f-0e804687e3be/resource/dfe3dc72-df0e-4d44-9dfd-f5dd14a4f679/download/street furniture-bicycle parking data - 4326.zip,5,5,71e6c206-96e1-48f1-8f6f-0e804687e3be,street-furniture-bicycle-parking
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/37a3c911-0813-4e87-90ed-3b9fa6156a63/resource/8e6b9347-63a8-4dac-91fb-a6491a8c1e5a/download/heritage conservation districts data(2022).zip,5,5,37a3c911-0813-4e87-90ed-3b9fa6156a63,heritage-conservation-districts
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/996cfe8d-fb35-40ce-b569-698d51fc683b/resource/e2ee9f63-3130-4d6a-a259-ce79c9c2f1bc/download/ttc-subway-delay-may-december-2017.xlsx,5,5,996cfe8d-fb35-40ce-b569-698d51fc683b,ttc-subway-delay-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/34927e44-fc11-4336-a8aa-a0dfb27658b7/resource/aa11a6f1-17fd-49b7-bbe4-f381bbc36f94/download/zoning_readme.txt,5,7,34927e44-fc11-4336-a8aa-a0dfb27658b7,zoning-by-law
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/0f94f0a8-385d-41b9-a6a2-b4caf1a6c17e/resource/9fa9f6e1-ee2f-40db-90ef-15a2c0fcbc0e/download/parking-ticket-trial-readme.txt,5,7,0f94f0a8-385d-41b9-a6a2-b4caf1a6c17e,parking-ticket-trials
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e876c24-177c-4605-9cef-e50dd74c617f/resource/98b63ba7-24ba-41da-a788-1c28d21a39d1/download/bikeshare-ridership-2017.zip,5,5,7e876c24-177c-4605-9cef-e50dd74c617f,bike-share-toronto-ridership-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/642efeca-1258-4c23-8e86-d9affca26001/resource/d2ef6a60-f1e3-4410-8f41-8ede09444322/download/stationary sign locations - 4326.zip,5,5,642efeca-1258-4c23-8e86-d9affca26001,school-safety-zone-watch-your-speed-program-locations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/91cf5765-3d3f-4d55-9eea-acb1d4222928/resource/09ded087-6958-4487-81b4-33e1e4ce1954/download/2012-2016-consulting-database-xlsx.xlsx,5,6,91cf5765-3d3f-4d55-9eea-acb1d4222928,consulting-services-expenditures
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/26cbd79d-e548-4280-bc2c-a923bdfcadad/resource/9833f389-1229-45d1-91ae-5b75ba06a7c3/download/tenant notification for rent reduction-2020.xlsx,5,5,26cbd79d-e548-4280-bc2c-a923bdfcadad,tenant-notification-for-rent-reduction
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/4159ba03-96f4-460e-be36-f49f81c3d346/resource/9377ab41-22ec-4818-95d1-181402f37270/download/development pipeline (2020).xlsx,5,5,4159ba03-96f4-460e-be36-f49f81c3d346,development-pipeline-summary-tables
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/7e876c24-177c-4605-9cef-e50dd74c617f/resource/e534141d-92c6-4dd7-8ba1-bb061674d943/download/bikeshare-ridership-2020.zip,5,5,7e876c24-177c-4605-9cef-e50dd74c617f,bike-share-toronto-ridership-data
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/6f20e59a-1dd9-4a1d-ae9b-ba56a126c7f5/resource/bb31a820-f516-4abb-8ac2-e24f9f300a9a/download/community-grants-allocations-2021.xlsx,5,5,6f20e59a-1dd9-4a1d-ae9b-ba56a126c7f5,community-grants-allocations
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/26cbd79d-e548-4280-bc2c-a923bdfcadad/resource/22428bf6-561b-453f-b5a4-3f5866c58e65/download/tenant-notification-for-rent-reduction-2017.xlsx,5,5,26cbd79d-e548-4280-bc2c-a923bdfcadad,tenant-notification-for-rent-reduction
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/c4052ff7-a09d-4eaf-84e6-6669519f413d/resource/05f7edf5-df38-4ca8-b46d-fcd40b10c0e6/download/bodysafe - 4326.csv,5,5,c4052ff7-a09d-4eaf-84e6-6669519f413d,bodysafe
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/23031eb3-d526-48d9-a9b7-856acd908653/resource/41354c69-8387-46af-9113-dab96964d177/download/web-analytics-weekly-report.zip,5,6,23031eb3-d526-48d9-a9b7-856acd908653,web-analytics
ckan0.cf.opendata.inter.prod-toronto.ca/dataset/965247c0-c72e-49b4-bb1a-879cf98e1a32/resource/e9c9b93c-cf77-4090-bb20-139b2534979a/download/places of interest and attractions - 4326.zip,5,5,965247c0-c72e-49b4-bb1a-879cf98e1a32,places-of-interest-and-toronto-attractions
